"coluna","codigo","descricao"
"PA_PROC_ID","0303050110","TRATAMENTO OFTALMOLOGICO DE PACIENTE COM GLAUCOMA COM DISPENSACAO DE PILOCARPINA BINOCULAR"
"PA_PROC_ID","0303050128","CONSULTA OFTALMOLOGICA - PROJETO OLHAR BRASIL"
"PA_PROC_ID","0303050136","TRATAMENTO CLINICO DE INTERCORRENCIAS OFTALMOLOGICAS"
"PA_PROC_ID","0303050144","TRATAMENTO CLINICO DE INTERCORRENCIAS OFTALMOLOGICAS DE ORIGEM INFECCIOSA"
"PA_PROC_ID","0303050152","TRATAMENTO OFTALMOLOGICO DE PACIENTE COM GLAUCOMA - 1Â¦ LINHA ASSOCIADA A 2Â¦ LINHA - MONOCULAR"
"PA_PROC_ID","0303050160","TRATAMENTO OFTALMOLOGICO DE PACIENTE COM GLAUCOMA - 1Â¦ LINHA ASSOCIADA A 2Â¦ LINHA - BINOCULAR"
"PA_PROC_ID","0303050179","TRATAMENTO OFTALMOLOGICO DE PACIENTE COM GLAUCOMA - 1Â¦ LINHA ASSOCIADA A 3Â¦ LINHA - MONOCULAR"
"PA_PROC_ID","0303050187","TRATAMENTO OFTALMOLOGICO DE PACIENTE COM GLAUCOMA - 1Â¦ LINHA ASSOCIADA A 3Â¦ LINHA - BINOCULAR"
"PA_PROC_ID","0303050195","TRATAMENTO OFTALMOLOGICO DE PACIENTE COM GLAUCOMA - 2Â¦ LINHA ASSOCIADA A 3Â¦ LINHA - MONOCULAR"
"PA_PROC_ID","0303050209","TRATAMENTO OFTALMOLOGICO DE PACIENTE COM GLAUCOMA - 2Â¦ LINHA ASSOCIADA A 3Â¦ LINHA - BINOCULAR"
"PA_PROC_ID","0303050217","TRATAMENTO OFTALMOLOGICO DE PACIENTE COM GLAUCOMA MONOCULAR- ASSOCIACAO DE 1Â¦, 2Â¦ E 3Â¦ LINHAS"
"PA_PROC_ID","0303050225","TRATAMENTO OFTALMOLOGICO DE PACIENTE COM GLAUCOMA BINOCULAR - ASSOCIACAO 1Â¦, 2Â¦ E 3Â¦ LINHAS"
"PA_PROC_ID","0303050233","TRATAMENTO MEDICAMENTOSO DE DOENCA DA RETINA"
"PA_PROC_ID","0303050241","TRATAMENTO MEDICAMENTOSO DE DOENCA DA RETINA II"
"PA_PROC_ID","0303060018","TRATAMENTO DE ANEURISMA DA AORTA"
"PA_PROC_ID","0303060026","TRATAMENTO DE ARRITMIAS"
"PA_PROC_ID","0303060034","TRATAMENTO DE CARDIOPATIA HIPERTROFICA"
"PA_PROC_ID","0303060042","TRATAMENTO DE CARDIOPATIA ISQUEMICA CRONICA"
"PA_PROC_ID","0303060050","TRATAMENTO DE CHOQUE ANAFILATICO"
"PA_PROC_ID","0303060069","TRATAMENTO DE CHOQUE CARDIOGENICO"
"PA_PROC_ID","0303060077","TRATAMENTO DE CHOQUE HIPOVOLEMICO"
"PA_PROC_ID","0303060085","TRATAMENTO DE COMPLICACOES CARDIACAS POS-CIRURGIA"
"PA_PROC_ID","0303060093","TRATAMENTO DE COMPLICACOES DE DISPOSITIVOS PROTETICOS IMPLANTES E ENXERTOS CARDIACOS E VALVULARES"
"PA_PROC_ID","0303060107","TRATAMENTO DE CRISE HIPERTENSIVA"
"PA_PROC_ID","0303060115","TRATAMENTO DE DOENCA REUMATICA C/ COMPROMETIMENTO CARDIACO"
"PA_PROC_ID","0303060123","TRATAMENTO DE DOENCA REUMATICA S/ CARDITE"
"PA_PROC_ID","0303060131","TRATAMENTO DE EDEMA AGUDO DE PULMAO"
"PA_PROC_ID","0303060140","TRATAMENTO DE EMBOLIA PULMONAR"
"PA_PROC_ID","0303060158","TRATAMENTO DE ENDOCARDITE INFECCIOSA EM PROTESE VALVAR"
"PA_PROC_ID","0303060166","TRATAMENTO DE ENDOCARDITE INFECCIOSA EM VALVULA NATIVA"
"PA_PROC_ID","0303060174","TRATAMENTO DE HIPERTENSAO PULMONAR"
"PA_PROC_ID","0303060182","TRATAMENTO DE HIPERTENSAO SECUNDARIA"
"PA_PROC_ID","0303060190","TRATAMENTO DE INFARTO AGUDO DO MIOCARDIO"
"PA_PROC_ID","0303060204","TRATAMENTO DE INSUFICIENCIA ARTERIAL C/ ISQUEMIA CRITICA"
"PA_PROC_ID","0303060212","TRATAMENTO DE INSUFICIENCIA CARDIACA"
"PA_PROC_ID","0303060220","TRATAMENTO DE LINFADENITES INESPECIFICAS"
"PA_PROC_ID","0303060239","TRATAMENTO DE MIOCARDIOPATIAS"
"PA_PROC_ID","0303060247","TRATAMENTO DE OUTRAS VASCULOPATIAS"
"PA_PROC_ID","0303060255","TRATAMENTO DE PARADA CARDIACA C/ RESSUSCITACAO"
"PA_PROC_ID","0303060263","TRATAMENTO DE PE DIABETICO COMPLICADO"
"PA_PROC_ID","0303060271","TRATAMENTO DE PERICARDITE"
"PA_PROC_ID","0303060280","TRATAMENTO DE SINDROME CORONARIANA AGUDA"
"PA_PROC_ID","0303060298","TRATAMENTO DE TROMBOSE VENOSA PROFUNDA"
"PA_PROC_ID","0303060301","TRATAMENTO DE VARIZES DOS MEMBROS INFERIORES C/ ULCERA"
"PA_PROC_ID","0303070013","DILATACAO DE ESOFAGO C/ OGIVAS SOB VISAO ENDOSCOPICA (POR SESSAO)"
"PA_PROC_ID","0303070021","HEMOPERFUSAO"
"PA_PROC_ID","0303070030","REMOCAO MANUAL DE FECALOMA"
"PA_PROC_ID","0303070048","RETIRADA DE CORPO ESTRANHO DO ESOFAGO"
"PA_PROC_ID","0303070056","RETIRADA DE CORPO ESTRANHO DO ESTOMAGO / DUODENO"
"PA_PROC_ID","0303070064","TRATAMENTO DE DOENCAS DO ESOFAGO ESTOMAGO E DUODENO"
"PA_PROC_ID","0303070072","TRATAMENTO DE DOENCAS DO FIGADO"
"PA_PROC_ID","0303070080","TRATAMENTO DE DOENCAS DO PERITONIO"
"PA_PROC_ID","0303070099","TRATAMENTO DE ENTERITES E COLITES NAO INFECCIOSAS"
"PA_PROC_ID","0303070102","TRATAMENTO DE OUTRAS DOENCAS DO APARELHO DIGESTIVO"
"PA_PROC_ID","0303070110","TRATAMENTO DE OUTRAS DOENCAS DO INTESTINO"
"PA_PROC_ID","0303070129","TRATAMENTO DE TRANSTORNOS DAS VIAS BILIARES E PANCREAS"
"PA_PROC_ID","0303070137","TRATAMENTO DE INTERCORRENCIA CLINICA POS-CIRURGIA BARIATRICA"
"PA_PROC_ID","0303080019","CAUTERIZACAO QUIMICA DE PEQUENAS LESOES"
"PA_PROC_ID","0303080027","DESBASTAMENTO DE CALOSIDADE E/OU MAL PERFURANTE (DESBASTAMENTO)"
"PA_PROC_ID","0303080035","ESFOLIACAO QUIMICA"
"PA_PROC_ID","0303080043","TRATAMENTO DE AFECCOES BOLHOSAS"
"PA_PROC_ID","0303080051","TRATAMENTO DE DERMATITES E ECZEMAS"
"PA_PROC_ID","0303080060","TRATAMENTO DE ESTAFILOCOCCIAS"
"PA_PROC_ID","0303080078","TRATAMENTO DE ESTREPTOCOCCIAS"
"PA_PROC_ID","0303080086","TRATAMENTO DE FARMACODERMIAS"
"PA_PROC_ID","0303080094","TRATAMENTO DE OUTRAS AFECCOES DA PELE E DO TECIDO SUBCUTANEO"
"PA_PROC_ID","0303080108","FOTOTERAPIA (POR SESSAO)"
"PA_PROC_ID","0303080116","FOTOTERAPIA COM FOTOSSENSIBILIZACAO (POR SESSAO)"
"PA_PROC_ID","0303090014","ARTROCENTESE DE GRANDES ARTICULACOES"
"PA_PROC_ID","0303090022","ARTROCENTESE DE PEQUENAS ARTICULACOES"
"PA_PROC_ID","0303090030","INFILTRACAO DE SUBSTANCIAS EM CAVIDADE SINOVIAL (ARTICULACAO, BAINHA TENDINOSA)"
"PA_PROC_ID","0303090049","INSTALACAO DE TRACAO CUTANEA"
"PA_PROC_ID","0303090073","REVISAO COM TROCA DE APARELHO GESSADO EM MEMBRO INFERIOR"
"PA_PROC_ID","0303090081","REVISAO COM IMOBILIZACAO NAO GESSADA EM LESAO DA COLUNA VERTEBRAL"
"PA_PROC_ID","0303090090","REVISAO COM TROCA DE APARELHO GESSADO EM MEMBRO SUPERIOR"
"PA_PROC_ID","0303090111","REVISAO COM TROCA DE APARELHO GESSADO EM LESAO DA COLUNA VERTEBRAL"
"PA_PROC_ID","0303090120","TRATAMENTO CONSERVADOR DE FRATURA NA CINTURA ESCAPULAR (COM IMOBILIZACAO)"
"PA_PROC_ID","0303090138","TRATAMENTO CONSERVADOR DE FRATURA / LESAO LIGAMENTAR / ARRANCAMENTO OSSEO AO NIVEL DA PELVE"
"PA_PROC_ID","0303090146","TRATAMENTO CONSERVADOR DE FRATURA DE COSTELAS"
"PA_PROC_ID","0303090154","TRATAMENTO CONSERVADOR DE FRATURA DE PUNHO COM LUVA GESSADA"
"PA_PROC_ID","0303090162","TRATAMENTO CONSERVADOR DE FRATURA DE OSSO METACARPICO"
"PA_PROC_ID","0303090170","TRATAMENTO CONSERVADOR DE FRATURA DE OSSOS DA FACE"
"PA_PROC_ID","0303090189","TRATAMENTO CONSERVADOR DE FRATURA DO ESTERNO"
"PA_PROC_ID","0303090197","TRATAMENTO CONSERVADOR DE FRATURA DOS ANEIS PELVICOS"
"PA_PROC_ID","0303090200","TRATAMENTO CONSERVADOR DE FRATURA EM MEMBRO INFERIOR COM IMOBILIZACAO"
"PA_PROC_ID","0303090219","TRATAMENTO CONSERVADOR DE LESAO DA COLUNA CERVICAL COM IMOBILIZACAO"
"PA_PROC_ID","0303090227","TRATAMENTO CONSERVADOR DE FRATURA EM MEMBRO SUPERIOR COM IMOBILIZACAO"
"PA_PROC_ID","0303090235","TRATAMENTO CONSERVADOR DE LESAO DA COLUNA TORACO-LOMBO-SACRA C/ ORTESE"
"PA_PROC_ID","0303090243","TRATAMENTO CONSERVADOR DE LESAO DA COLUNA TORACO-LOMBO-SACRA S/ IMOBILIZACAO"
"PA_PROC_ID","0303090251","TRATAMENTO CONSERVADOR DE LESAO DE COLUNA TORACO-LOMBO-SACRA COM IMOBILIZACAO"
"PA_PROC_ID","0303090260","TRATAMENTO CONSERVADOR DE LESAO DE MECANISMO EXTENSOR DOS DEDOS"
"PA_PROC_ID","0303090286","TRATAMENTO CONSERVADOR DE LESAO LIGAMENTAR EM MEMBRO COM IMOBILIZACAO"
"PA_PROC_ID","0303090294","TRATAMENTO CONSERVADOR DE LUMBAGO OU DORSALGIA REFRATARIOS"
"PA_PROC_ID","0303090308","TRATAMENTO CONSERVADOR DE OSTEOMIELITE AGUDA"
"PA_PROC_ID","0303090316","TRATAMENTO DAS POLIARTROPATIAS INFLAMATORIAS"
"PA_PROC_ID","0303090324","TRATAMENTO DE ARTRITE REUMATOIDE"
"PA_PROC_ID","0303090332","TRATAMENTO DE DOENCAS SISTEMICAS DO TECIDO CONJUNTIVO"
"PA_PROC_ID","0303090340","TRATAMENTO DE ESPONDILITE ANCILOSANTE"
"PA_PROC_ID","0303090359","TRATAMENTO DE OSTEITE"
"PA_PROC_ID","0303090367","TRATAMENTO DE OSTEOPOROSE"
"PA_PROC_ID","0303090375","TRATAMENTO DE OUTRAS DOENCAS OSSEAS"
"PA_PROC_ID","0303100010","TRATAMENTO DE COMPLICACOES RELACIONADAS PREDOMINANTEMENTE AO PUERPERIO"
"PA_PROC_ID","0303100028","TRATAMENTO DE ECLAMPSIA"
"PA_PROC_ID","0303100036","TRATAMENTO DE EDEMA, PROTEINURIA E TRANSTORNOS HIPERTENSIVOS NA GRAVIDEZ PARTO E PUERPERIO"
"PA_PROC_ID","0303100044","TRATAMENTO DE INTERCORRENCIAS CLINICAS NA GRAVIDEZ"
"PA_PROC_ID","0303100052","TRATAMENTO DE MOLA HIDATIFORME"
"PA_PROC_ID","0303110015","TRATAMENTO DAS MALFORMACOES E DEFORMIDADES CONGENITAS DO SISTEMA OSTEOMUSCULAR"
"PA_PROC_ID","0303110023","TRATAMENTO DE ANOMALIAS CROMOSSOMICAS NAO CLASSIFICADAS EM OUTRA PARTE"
"PA_PROC_ID","0303110031","TRATAMENTO DE ESPINHA BIFIDA"
"PA_PROC_ID","0303110040","TRATAMENTO DE MALFORMACOES CONGENITAS DO APARELHO CIRCULATORIO"
"PA_PROC_ID","0303110058","TRATAMENTO DE FENDA LABIAL E/OU FENDA PALATINA"
"PA_PROC_ID","0303110066","TRATAMENTO DE MALFORMACOES CONGENITAS DO APARELHO URINARIO"
"PA_PROC_ID","0303110074","TRATAMENTO DE MALFORMACOES CONGENITAS DOS ORGAOS GENITAIS"
"PA_PROC_ID","0303110082","TRATAMENTO DE NEUROFIBROMATOSE"
"PA_PROC_ID","0303110090","TRATAMENTO DE OUTRAS ANOMALIAS CONGENITAS DO SISTEMA NERVOSO"
"PA_PROC_ID","0303110104","TRATAMENTO DE OUTRAS MALFORMACOES CONGENITAS"
"PA_PROC_ID","0303110112","TRATAMENTO DE OUTRAS MALFORMACOES CONGENITAS DO APARELHO DIGESTIVO"
"PA_PROC_ID","0303120010","IODOTERAPIA DE CARCIOMA DIFERENCIADO DA TIREOIDE (250 MCI)"
"PA_PROC_ID","0303120029","TRATAMENTO DE CARCINOMA DA TIREOIDE"
"PA_PROC_ID","0303120037","TRATAMENTO DE HIPERTIROIDISMO"
"PA_PROC_ID","0303120045","TRATAMENTO DE CARDIOTOXICOSE POR HIPERTIROIDISMO (ATE 50 MCI)"
"PA_PROC_ID","0303120053","TRATAMENTO DE DOR/METASTASE OSSEA COM RADIOISOTOPO (POR TRATAMENTO-EXCETO CANCER DE TIREOIDE)"
"PA_PROC_ID","0303120061","TRATAMENTO DE HIPERTIREOIDISMO (PLUMMER - ATE 30 MCI)"
"PA_PROC_ID","0303120070","TRATAMENTO DE HIPERTIREOIDISMO GRAVES"
"PA_PROC_ID","0303130016","ATENDIMENTO A PACIENTE SOB CUIDADOS PROLONGADOS DEVIDO A CAUSAS EXTERNAS"
"PA_PROC_ID","0303130024","ATENDIMENTO A PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES CARDIOVASCULARES"
"PA_PROC_ID","0303130032","ATENDIMENTO A PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES PNEUMOLOGICAS"
"PA_PROC_ID","0303130040","TRATAMENTO DE PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES DECORRENTES DA AIDS"
"PA_PROC_ID","0303130059","TRATAMENTO DE PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES NEUROLOGICAS"
"PA_PROC_ID","0303130067","TRATAMENTO DE PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES ONCOLOGICAS"
"PA_PROC_ID","0303130075","TRATAMENTO DE PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES OSTEOMUSCULARES E DO TECIDO CONJUNT"
"PA_PROC_ID","0303130083","TRATAMENTO DE PACIENTES SOB CUIDADOS PROLONGADOS EM HANSENIASE"
"PA_PROC_ID","0303140011","LAVAGEM NASAL PELO METODO DE PROETZ (POR SESSAO)"
"PA_PROC_ID","0303140020","TRATAMENTO DA FIBROSE CISTICA COM MANIFESTACOES PULMONARES"
"PA_PROC_ID","0303140038","TRATAMENTO DAS AFECCOES NECROTICAS E SUPURATIVAS DAS VIAS AEREAS INFERIORES"
"PA_PROC_ID","0303140046","TRATAMENTO DAS DOENCAS CRONICAS DAS VIAS AEREAS INFERIORES"
"PA_PROC_ID","0303140054","TRATAMENTO DAS DOENCAS PULMONARES DEVIDO A AGENTES EXTERNOS"
"PA_PROC_ID","0303140062","TRATAMENTO DE CARDIOPATIA PULMONAR NAO ESPECIFICADA (COR PULMONALE)"
"PA_PROC_ID","0303140070","TRATAMENTO DE DOENCA DO OUVIDO EXTERNO MEDIO E DA MASTOIDE"
"PA_PROC_ID","0303140089","TRATAMENTO DE DOENCAS RESPIRATORIAS QUE AFETAM PRINCIPALMENTE O INTERSTICIO"
"PA_PROC_ID","0303140097","TRATAMENTO DE HEMORRAGIAS DAS VIAS RESPIRATORIAS"
"PA_PROC_ID","0303140100","TRATAMENTO DE INFECCOES AGUDAS DAS VIAS AEREAS SUPERIORES"
"PA_PROC_ID","0303140119","TRATAMENTO DE OUTRAS DOENCAS DA PLEURA"
"PA_PROC_ID","0303140127","TRATAMENTO DE OUTRAS DOENCAS DAS VIAS AEREAS SUPERIORES"
"PA_PROC_ID","0303140135","TRATAMENTO DE OUTRAS DOENCAS DO APARELHO RESPIRATORIO"
"PA_PROC_ID","0303140143","TRATAMENTO DE OUTRAS INFECCOES AGUDAS DAS VIAS AEREAS INFERIORES"
"PA_PROC_ID","0303140151","TRATAMENTO DE PNEUMONIAS OU INFLUENZA (GRIPE)"
"PA_PROC_ID","0303150017","TRATAMENTO DE DOENCAS DOS ORGAOS GENITAIS MASCULINOS"
"PA_PROC_ID","0303150025","TRATAMENTO DE DOENCAS GLOMERULARES"
"PA_PROC_ID","0303150033","TRATAMENTO DE DOENCAS INFLAMATORIAS DOS ORGAOS PELVICOS FEMININOS"
"PA_PROC_ID","0303150041","TRATAMENTO DE DOENCAS RENAIS TUBULO-INTERSTICIAIS"
"PA_PROC_ID","0303150050","TRATAMENTO DE OUTRAS DOENCAS DO APARELHO URINARIO"
"PA_PROC_ID","0303150068","TRATAMENTO DE OUTROS TRANSTORNOS DO RIM E DO URETER"
"PA_PROC_ID","0303160012","TRATAMENTO DE ENTERITE NECROSANTE DO FETO E DO RECEM-NASCIDO"
"PA_PROC_ID","0303160020","TRATAMENTO DE INFECCOES ESPECIFICAS DO PERIODO PERINATAL"
"PA_PROC_ID","0303160039","TRATAMENTO DE OUTROS TRANSTORNOS ORIGINADOS NO PERIODO PERINATAL"
"PA_PROC_ID","0303160047","TRATAMENTO DE TRANSTORNOS HEMORRAGICOS E HEMATOLOGICOS DO FETO E DO RECEM-NASCIDO"
"PA_PROC_ID","0303160055","TRATAMENTO DE TRANSTORNOS RELACIONADOS C/ A DURACAO DA GESTACAO E C/ O CRESCIMENTO FETAL"
"PA_PROC_ID","0303160063","TRATAMENTO DE TRANSTORNOS RESPIRATORIOS E CARDIOVASCULARES ESPECIFICOS DO PERIODO NEONATAL"
"PA_PROC_ID","0303160071","TRATAMENTO DE TRAUMATISMO DE PARTO NO NEONATO"
"PA_PROC_ID","0303170018","DIAGNOSTICO E/OU ATENDIMENTO DE URGENCIA EM PSIQUIATRIA"
"PA_PROC_ID","0303170026","TRATAMENTO DA INTOXICACAO AGUDA EM USUARIOS DE ALCOOL E OUTRAS DROGAS"
"PA_PROC_ID","0303170034","TRATAMENTO DA SINDROME DE ABSTINENCIA DO ALCOOL EM SERVICO HOSPITALAR DE REFERENCIA PARA A ATENCAO I"
"PA_PROC_ID","0303170042","TRATAMENTO DE DEPENDENCIA DO ALCOOL EM SERVICO HOSPITALAR DE REFERENCIA PARA A ATENCAO INTEGRAL AOS"
"PA_PROC_ID","0303170050","TRATAMENTO DE SINDROME DE ABSTINENCIA POR USO PREJUDICIAL DE ALCOOL E DROGAS"
"PA_PROC_ID","0303170069","TRATAMENTO DE TRANSTORNOS MENTAIS E COMPORTAMENTAIS DEVIDOS AO USO DE SUBSTANCIAS PSICOATIVAS"
"PA_PROC_ID","0303170077","TRATAMENTO EM PSIQUIATRIA (CLASSIFICACAO PT GM 251/02)"
"PA_PROC_ID","0303170085","TRATAMENTO EM PSIQUIATRIA - EM HOSPITAL GERAL (POR DIA)"
"PA_PROC_ID","0303170093","TRATAMENTO EM PSIQUIATRIA (POR DIA)"
"PA_PROC_ID","0303170107","TRATAMENTO EM PSIQUIATRIA EM HOSPITAL DIA"
"PA_PROC_ID","0303170115","TRATAMENTO A PACIENTES QUE FAZEM USO DE COCAINA E DERIVADOS EM HOSPITAL DE REFERENCIA PARA ATENCA"
"PA_PROC_ID","0303170123","TRATAMENTO DE PACIENTES QUE FAZEM USO DE COCAINA E DERIVADOS COM COMORBIDADE EM HOSPITAL DE REFEREN"
"PA_PROC_ID","0303170131","TRATAMENTO CLINICO EM SAUDE MENTAL EM SITUACAO DE RISCO ELEVADO DE SUICIDIO."
"PA_PROC_ID","0303170140","TRATAMENTO CLINICO PARA CONTENCAO DE COMPORTAMENTO DESORGANIZADO E/OU DISRUPTIVO"
"PA_PROC_ID","0303170158","TRATAMENTO CLINICO PARA AVALIACAO DIAGNOSTICA E ADEQUACAO TERAPEUTICA, INCLUINDO NECESSIDADES"
"PA_PROC_ID","0303170166","TRATAMENTO CLINICO DE TRANSTORNOS MENTAIS E COMPORTAMENTAIS DEVIDO AO USO DE ALCOOL"
"PA_PROC_ID","0303170174","TRATAMENTO CLINICO DE TRANSTORNOS MENTAIS E COMPORTAMENTAIS DEVIDO AO USO DE ?CRACK?."
"PA_PROC_ID","0303170182","TRATAMENTO CLINICO DOS TRANSTORNOS MENTAIS E COMPORTAMENTAIS DEVIDO AO USO DAS DEMAIS DROGAS E/OU OU"
"PA_PROC_ID","0303170190","TRATAMENTO EM PSIQUIATRIA DE CURTA PERMANENCIA POR DIA (PERMANENCIA ATE 90 DIAS)"
"PA_PROC_ID","0303170204","TRATAMENTO EM PSIQUIATRIA POR DIA (COM DURACAO SUPERIOR A 90 DIAS DE INTERNACAO OU REINTERNACAO"
"PA_PROC_ID","0303180013","TRATAMENTO DE AFECCOES ASSOCIADAS AO HIV/AIDS"
"PA_PROC_ID","0303180030","TRATAMENTO DE AFECCOES DO APARELHO DIGESTIVO EM HIV/AIDS"
"PA_PROC_ID","0303180048","TRATAMENTO DE AFECCOES DO SISTEMA NERVOSO EM HIV/AIDS"
"PA_PROC_ID","0303180056","TRATAMENTO DE AFECCOES DO SISTEMA RESPIRATORIO EM HIV/AIDS"
"PA_PROC_ID","0303180064","TRATAMENTO DE DOENCAS DISSEMINADAS EM AIDS"
"PA_PROC_ID","0303180072","TRATAMENTO DE HIV / AIDS"
"PA_PROC_ID","0303190019","TRATAMENTO EM REABILITACAO"
"PA_PROC_ID","0304010014","BETATERAPIA DERMICA (POR CAMPO)"
"PA_PROC_ID","0304010022","BETATERAPIA OFTALMICA (POR CAMPO)"
"PA_PROC_ID","0304010030","BETATERAPIA PARA PROFILAXIA DE PTERIGIO (POR CAMPO)"
"PA_PROC_ID","0304010049","BRAQUITERAPIA"
"PA_PROC_ID","0304010057","BRAQUITERAPIA COM FIOS DE IRIDIUM"
"PA_PROC_ID","0304010065","BRAQUITERAPIA COM IODO 125 / OURO 198"
"PA_PROC_ID","0304010073","BRAQUITERAPIA DE ALTA TAXA DE DOSE (POR INSERCAO)"
"PA_PROC_ID","0304010081","VERIFICACAO POR IMAGEM EM RADIOTERAPIA"
"PA_PROC_ID","0304010090","COBALTOTERAPIA (POR CAMPO)"
"PA_PROC_ID","0304010103","IMPLANTACAO DE HALO PARA RADIOCIRURGIA"
"PA_PROC_ID","0304010111","INTERNACAO P/ RADIOTERAPIA EXTERNA (COBALTOTERAPIA / ACELERADOR LINEAR)"
"PA_PROC_ID","0304010120","IRRADIACAO DE CORPO INTEIRO PRE-TRANSPLANTE DE MEDULA OSSEA"
"PA_PROC_ID","0304010138","IRRADIACAO DE MEIO CORPO"
"PA_PROC_ID","0304010146","IRRADIACAO DE PELE TOTAL"
"PA_PROC_ID","0304010154","MASCARA / IMOBILIZACAO PERSONALIZADA (POR TRATAMENTO)"
"PA_PROC_ID","0304010162","MOLDAGEM EM COLO E/OU CORPO DO UTERO"
"PA_PROC_ID","0304010170","NARCOSE DE CRIANCA (POR PROCEDIMENTO)"
"PA_PROC_ID","0304010189","PLANEJAMENTO COMPLEXO (POR TRATAMENTO)"
"PA_PROC_ID","0304010197","PLANEJAMENTO DE BRAQUITERAPIA DE ALTA TAXA DE DOSE (POR TRATAMENTO)"
"PA_PROC_ID","0304010200","PLANEJAMENTO SIMPLES (POR TRATAMENTO)"
"PA_PROC_ID","0304010219","RADIOCIRURGIA - UM ISOCENTRO"
"PA_PROC_ID","0304010227","RADIOCIRURGIA POR GAMA-KNIFE - HUM ISOCENTRO"
"PA_PROC_ID","0304010235","RADIOTERAPIA DE DOENCA OU CONDICAO BENIGNA (POR CAMPO)"
"PA_PROC_ID","0304010243","RADIOTERAPIA ESTEREOTAXICA FRACIONADA"
"PA_PROC_ID","0304010251","RADIOTERAPIA P/ PROFILAXIA DE QUELOIDE (POR CAMPO)"
"PA_PROC_ID","0304010260","ROENTGENTERAPIA (POR CAMPO)"
"PA_PROC_ID","0304010278","ROENTGENTERAPIA PROFUNDA 150-500 KV (POR CAMPO-MAXIMO DE 30 POR AREA)"
"PA_PROC_ID","0304010286","RADIOTERAPIA COM ACELERADOR LINEAR SO DE FOTONS (POR CAMPO)"
"PA_PROC_ID","0304010294","RADIOTERAPIA COM ACELERADOR LINEAR DE FOTONS E ELETRONS (POR CAMPO)"
"PA_PROC_ID","0304010308","COLIMACAO PERSONALIZADA"
"PA_PROC_ID","0304010316","PLANEJAMENTO TRIDIMENSIONAL (POR TRATAMENTO)."
"PA_PROC_ID","0304010324","MOLDAGEM/IMPLANTE EM MUCOSA (POR TRATAMENTO COMPLETO)"
"PA_PROC_ID","0304010332","MOLDAGEM/IMPLANTE EM PELE/MUCOSA (POR TRATAMENTO COMPLETO)"
"PA_PROC_ID","0304010340","NARCOSE PARA BRAQUITERAPIA (POR PROCEDIMENTO)"
"PA_PROC_ID","0304010359","INTERNACAO PARA RADIOTERAPIA ESTEREOTAXICA DO SISTEMA NERVOSO CENTRAL"
"PA_PROC_ID","0304010367","RADIOTERAPIA DE CABECA E PESCOCO"
"PA_PROC_ID","0304010375","RADIOTERAPIA DO APARELHO DIGESTIVO"
"PA_PROC_ID","0304010383","RADIOTERAPIA DE TRAQUEIA, BRONQUIO, PULMAO, PLEURA E MEDIASTINO"
"PA_PROC_ID","0304010391","RADIOTERAPIA DE OSSOS/CARTILAGENS/PARTES MOLES"
"PA_PROC_ID","0304010405","RADIOTERAPIA DE PELE"
"PA_PROC_ID","0304010413","RADIOTERAPIA DE MAMA"
"PA_PROC_ID","0304010421","RADIOTERAPIA DE CANCER GINECOLOGICO"
"PA_PROC_ID","0304010430","BRAQUITERAPIA GINECOLOGICA"
"PA_PROC_ID","0304010448","RADIOTERAPIA DE PENIS"
"PA_PROC_ID","0304010456","RADIOTERAPIA DE PROSTATA"
"PA_PROC_ID","0304010464","BRAQUITERAPIA DE PROSTATA"
"PA_PROC_ID","0304010472","RADIOTERAPIA DO APARELHO URINARIO"
"PA_PROC_ID","0304010480","RADIOTERAPIA DE OLHOS E ANEXOS"
"PA_PROC_ID","0304010499","BRAQUITERAPIA OFTALMICA"
"PA_PROC_ID","0304010502","RADIOTERAPIA DE SISTEMA NERVOSO CENTRAL"
"PA_PROC_ID","0304010510","RADIOTERAPIA ESTEREOTAXICA"
"PA_PROC_ID","0304010529","RADIOTERAPIA DE METASTASE EM SISTEMA NERVOSO CENTRAL"
"PA_PROC_ID","0304010537","RADIOTERAPIA DE PLASMOCITOMA / MIELOMA / METASTASES EM OUTRAS LOCALIZACOES"
"PA_PROC_ID","0304010545","RADIOTERAPIA DE CADEIA LINFATICA"
"PA_PROC_ID","0304010553","RADIOTERAPIA DE LINFOMA E LEUCEMIA"
"PA_PROC_ID","0304010561","RADIOTERAPIA EM CORPO INTEIRO"
"PA_PROC_ID","0304010570","RADIOTERAPIA DE QUELOIDE E GINECOMASTIA"
"PA_PROC_ID","0304010588","RADIOTERAPIA DE DOENCA BENIGNA"
"PA_PROC_ID","0304010596","INTERNACAO PARA BRAQUITERAPIA"
"PA_PROC_ID","0304020010","QUIMIOTERAPIA DO ADENOCARCINOMA DE COLON AVANCADO -1Â¦ LINHA"
"PA_PROC_ID","0304020028","QUIMIOTERAPIA DO ADENOCARCINOMA DE COLON AVANCADO - 2Â¦ LINHA"
